"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"1419","2017-03-03","Britain's small companies hoard cash as Brexit looms","Britain's smaller companies are hoarding cash and cutting investment, bankers say, a sign of business confidence starting to wobble as the government sets off down the uncertain path of leaving the European Union.","britain, s, small, companies, hoard, cash, brexit, looms","britain, s, smaller, companies, hoarding, cash, cutting, investment, bankers, say, sign, business, confidence, starting, wobble, government, sets, uncertain, path, leaving, european, union"
"1424","2017-03-01","Mixed signals for Brexit-bound UK economy: factories grow, consumers cautious","Britain's factories have started 2017 strongly but consumers are turning more cautious about borrowing to spend, according to data which suggested the economy will slow after defying the Brexit shock in 2016.","mixed, signals, brexit, bound, uk, economy, factories, grow, consumers, cautious","britain, s, factories, started, strongly, consumers, turning, cautious, borrowing, spend, according, data, suggested, economy, will, slow, defying, brexit, shock"
"1425","2017-03-01","UK consumer credit growth slows for a second month, mortgage approvals rise","British consumers borrowed more in January than in December but the pace of the increase slowed for a second month in a row, adding to signs of caution among households as last year's Brexit vote pushes up inflation.","uk, consumer, credit, growth, slows, second, month, mortgage, approvals, rise","british, consumers, borrowed, january, december, pace, increase, slowed, second, month, row, adding, signs, caution, among, households, last, year, s, brexit, vote, pushes, inflation"
"1427","2017-03-01","UK house prices accelerate, 2017 still seen sluggish - Nationwide","British house price rose more quickly than expected in February, recovering from the weakest month for more than a year in January but concerns about Brexit are likely to weigh on the market in 2017, mortgage lender Nationwide said on Wednesday.","uk, house, prices, accelerate, still, seen, sluggish, nationwide","british, house, price, rose, quickly, expected, february, recovering, weakest, month, year, january, concerns, brexit, likely, weigh, market, mortgage, lender, nationwide, said, wednesday"
"1429","2017-02-28","Chancellor Hammond hopes trade, investment will drive 2017 growth","Chancellor Philip Hammond said on Tuesday that he hoped trade and investment would play a bigger role in driving  British economic growth in 2017 after the unexpectedly strong consumer spending that followed last year's Brexit vote.","chancellor, hammond, hopes, trade, investment, will, drive, growth","chancellor, philip, hammond, said, tuesday, hoped, trade, investment, play, bigger, role, driving, british, economic, growth, unexpectedly, strong, consumer, spending, followed, last, year, s, brexit, vote"
"1430","2017-02-28","UK consumer morale dips as inflation pinches households - GfK","British consumer morale edged lower in February as rising inflation following last year's Brexit vote made householders warier about the outlook for their finances, surveys showed.","uk, consumer, morale, dips, inflation, pinches, households, gfk","british, consumer, morale, edged, lower, february, rising, inflation, following, last, year, s, brexit, vote, made, householders, warier, outlook, finances, surveys, showed"
"1431","2017-02-27","UK services optimism is highest since Brexit vote - CBI","Optimism among businesses in Britain's services sector is now higher than at any time since June's vote to leave the European Union, despite the prospect of rising costs and prices eroding profits, a major business survey showed on Monday.","uk, services, optimism, highest, since, brexit, vote, cbi","optimism, among, businesses, britain, s, services, sector, now, higher, time, since, june, s, vote, leave, european, union, despite, prospect, rising, costs, prices, eroding, profits, major, business, survey, showed, monday"
"1433","2017-02-23","UK shop sales rise but retailers worry about inflation - CBI","British consumers returned to the shops this month but a sharp pick-up in inflation following last year's Brexit vote has made retailers more downbeat about the outlook, an industry survey showed on Thursday.","uk, shop, sales, rise, retailers, worry, inflation, cbi","british, consumers, returned, shops, month, sharp, pick, inflation, following, last, year, s, brexit, vote, made, retailers, downbeat, outlook, industry, survey, showed, thursday"
"1437","2017-02-23","One fifth of UK shoppers fear Brexit may impact spending - PwC survey","More than 20 percent of UK consumers are worried about the impact of Brexit on their spending plans over the next year, according to a report published by PwC on Thursday.","one, fifth, uk, shoppers, fear, brexit, may, impact, spending, pwc, survey","percent, uk, consumers, worried, impact, brexit, spending, plans, next, year, according, report, published, pwc, thursday"
"1439","2017-02-22","UK economy picks up in late 2016 but signs of Brexit hit appear","Britain's economy sped up at the end of 2016, data showed, but over the whole year it was weaker than previously thought and there were signs that the Brexit vote will increasingly act as a brake on growth in 2017.","uk, economy, picks, late, signs, brexit, hit, appear","britain, s, economy, sped, end, data, showed, whole, year, weaker, previously, thought, signs, brexit, vote, will, increasingly, act, brake, growth"
"1440","2017-02-22","UK farmers hold onto cash, cut investment on Brexit uncertainty","British farmers are holding back on big investments as they brace for the UK's exit from the European Union, their largest market and a vital source of subsidies.","uk, farmers, hold, onto, cash, cut, investment, brexit, uncertainty","british, farmers, holding, back, big, investments, brace, uk, s, exit, european, union, largest, market, vital, source, subsidies"
"1446","2017-02-20","UK factories pick up pace in February, but so do price pressures","British manufacturers had their best month in two years in February but the post-Brexit vote fall in the value of the pound is making them push up their prices sharply, posing a challenge for 2017, an industry survey showed.","uk, factories, pick, pace, february, price, pressures","british, manufacturers, best, month, two, years, february, post, brexit, vote, fall, value, pound, making, push, prices, sharply, posing, challenge, industry, survey, showed"
