"","Headline","Description","Date"
"3188","Hammond says EU is in the mood for a Brexit deal","Chancellor of the Exchequer Philip Hammond said the European Union was in the mood to do divorce deal, though he said uncertainty over Brexit had already hit the United Kingdom's economy.","2018-10-01"
"3189","UK has fiscal capacity to cope with no-deal Brexit, Hammond says","The United Kingdom has the fiscal capacity to cope with leaving the European Union without having first secured a deal, Chancellor of the Exchequer Philip Hammond said on Monday.","2018-10-01"
"3190","UK could change business rates to help high street - business minister","Business minister Greg Clark said on Sunday he could seek an adjustment to the tax system to help Britain's struggling high street retailers, which he said played an important role in communities.","2018-10-01"
"3191","As Brexit divisions widen, PM May challenges Brexit critics","Prime Minister Theresa May called on her party on Sunday to unite behind her plan to leave the European Union, making a direct appeal to critics by saying their desire for a free trade deal was at the heart of her Brexit proposals.","2018-10-01"
"3192","Britain will leave EU ""not just in name"", Brexit minister says","Britain will leave the European Union ""in fact, not just in name"", Brexit minister Dominic Raab will say on Monday, warning that London's ""willingness to compromise is not without limits"" and leaving without a deal is very much an option.","2018-10-01"
"3193","Parliament and EU will reject May's Brexit plan - UK lawmaker Rees-Mogg","Leading Eurosceptic lawmaker Jacob Rees-Mogg on Sunday predicted that neither the British parliament or the European Union would accept Prime Minister Theresa May's Brexit plan, and that leaving the bloc without an exit deal should hold no fear.","2018-09-30"
"3194","Boris Johnson says Britain should use aid to pursue national priorities","Boris Johnson, Britain's former foreign secretary, on Sunday called on the government to use its international aid budget to focus on national priorities amid speculation about whether he will challenge Prime Minister Theresa May.","2018-09-30"
"3195","UK's Hunt to Brussels - Punishing Britain will damage EU","Foreign minister Jeremy Hunt told the European Union on Sunday that punishing Britain in Brexit talks would fuel the desire of other states to break away, in a speech aimed at uniting Prime Minister Theresa May's Conservative Party against Brussels.","2018-09-30"
"3196","Eurosceptic UK lawmaker Patel says cannot accept PM's Brexit plan","Eurosceptic lawmaker Priti Patel said on Sunday Britain should not accept Prime Minister Theresa May's Brexit plan and, if necessary, be ready to leave the European Union without a deal.","2018-09-30"
"3197","Gove backs PM's plan, snubs Johnson's proposals","Britain's environment minister, Michael Gove, one of the ruling Conservative Party's highest-profile Brexit campaigners, threw his weight on Sunday behind Prime Minister Theresa May's strategy to leave the European Union, dismissing a rival proposal by his former ally Boris Johnson.","2018-09-30"
"3198","Extending Article 50 would not make Brexit issues easier to solve - Clark","Business minister Greg Clark said on Sunday he did not think Britain should extend Article 50 to delay the country's exit from the European Union as it would not make the outstanding Brexit issues easier to solve.","2018-09-30"
"3199","EU disrespect to May 'beyond the pale', says UK trade minister","The European Union's ""taunting"" of Prime Minister Theresa May at a summit in Salzburg this month was ""beyond the pale"", British trade minister Liam Fox said on Sunday.","2018-09-30"
"3200","Canada-style Brexit deal would make things more difficult for business - Clark","A Canada-style Brexit deal with the European Union would make things harder for businesses by creating friction at the border, business minister Greg Clark said on Sunday.","2018-09-30"
"3201","UK business minister Clark says 'overwhelmingly likely' Brexit deal is reached","It is overwhelmingly likely that Britain reaches a Brexit deal with the European Union, business minister Greg Clark said on Sunday.","2018-09-30"
"3202","Brexit has cost Britain 500 million pounds a week, study says","Britain's decision to leave the European Union has cost the government 500 million pounds a week, wiping out for the moment any future savings from stopping payments to the bloc, according to a study published on Sunday.","2018-09-30"
"3203","PM May says her Brexit plan addresses manufacturers' concerns","British Prime Minister Theresa May said on Sunday that her plan for leaving the European Union addresses the concerns that manufacturers have raised about the future of the operations after Brexit.","2018-09-30"
"3204","PM May calls on her party to unite over Brexit","British Prime Minister Theresa May on Sunday called for her Conservative Party to unite behind her to ensure the government gets a good exit deal from the European Union, insisting that her so-called Chequers plan was the right way forward.","2018-09-30"
"3205","Former Brexit minister Davis says exit deal 80-90 percent likely","Britain's former Brexit minister David Davis said he thought it was 80-90 percent likely that the government will strike an exit deal with the European Union, but warned that he expected talks to go down to the wire.","2018-09-30"
"3206","Scottish Conservative leader plays down Salzburg Brexit row","The leader of the Scottish arm of Prime Minister Theresa May's Conservative Party played down the impact of a row with the European Union over Brexit, saying it may have actually helped restart stalled exit negotiations.","2018-09-30"
"3207","PM May tells divided party - Don't play politics with my Brexit plan","British Prime Minister Theresa May's Conservative Party began gathering for its annual conference on Saturday with bitter divisions over her Brexit plans rising to the fore, raising doubts about her own future.","2018-09-30"
"3208","Conservative Chairman Lewis says working for election in 2022","Britain's governing Conservatives are working towards a national election in 2022, the party's chairman Brandon Lewis said on Sunday, saying he hoped Prime Minister Theresa May would lead the party into that vote.","2018-09-30"
