"","Headline","Description","Date"
"1400","Hammond delivers annual budget to parliament","Chancellor Philip Hammond delivered his annual budget statement to parliament on Wednesday. Below are highlights from the speech:","2017-03-08"
"1401","Hammond hits self-employed with tax hike, cuts dividend allowance","British Chancellor Philip Hammond announced a hike in tax rates for the self-employed in his first budget on Wednesday, coming under fire for breaking a pre-election pledge as he sought to raise revenue from a rapidly growing sector.","2017-03-08"
"1402","British government forecasts 23.5 billion pound loss from bank bailouts","The British government has forecast that it will make a 23.5 billion pound loss on bailing out failed banks at the height of the financial crisis after a rise in the lenders' value in the last four months.","2017-03-08"
"1403","Hammond not on track to meet balanced budget goal - OBR","Chancellor Philip Hammond has not set out ambitious enough plans to be likely to meet his goal of eliminating the country's budget deficit by the early 2020s, the government's budget watchdog said on Wednesday.","2017-03-08"
"1404","UK faces tougher Brexit challenge after 2017 resilience - Hammond","Britain's economy is likely to feel the pain of Brexit more sharply in the coming years despite holding up well so far, according to Chancellor Philip Hammond's latest plan to steer the economy through its split from the European Union.","2017-03-08"
"1405","Britain says will issue 115.1 billion pounds of gilts in 2017/18, more than forecast","Britain will issue 115.1 billion pounds of government bonds in the upcoming 2017/18 financial year, more than forecast in a Reuters poll of primary dealers who had expected sales of 110 billion pounds.","2017-03-08"
"1406","UK seen borrowing 23.5 billion pounds less than expected in November - OBR figures","Britain's government will need to borrow 23.5 billion pounds less between the current financial year and 2021 than it expected a few months ago, helped by the economy's resilience to last year's Brexit vote, according to official budget forecasts.","2017-03-08"
"1407","Budget will increase Britain's post-Brexit economic resilience - May's spokesman","Chancellor Philip Hammond told the government's top team of ministers that his budget statement on Wednesday would increase Britain's economic resilience for its future outside the European Union, Prime Minister Theresa May's spokesman said.","2017-03-08"
"1408","UK recruiters report strongest hiring for a year in February","British businesses are hiring permanent staff at the fastest rate in a year and starting salaries have risen by the most in 11 months, recruiters said on Wednesday, suggesting the job market remains robust even as consumer spending falters.","2017-03-08"
"1409","UK annual house price growth slows to weakest since July 2013 - Halifax","Annual British house price growth cooled to its weakest since July 2013 in February, hurt by increasingly squeezed consumer finances, mortgage lender Halifax said on Tuesday.","2017-03-07"
"1410","UK consumers to feel the pinch as inflation outpaces wage rises - Reuters poll","British wage growth won't keep up with soaring inflation this year, according to economists in a Reuters poll who were concerned a consumer spending slowdown was underway.","2017-03-07"
"1411","UK food inflation doubles in a month - Kantar Worldpanel","British food inflation has doubled since last month, with the price of staples including butter, tea, lamb and fish all rising, industry data showed on Tuesday, adding to evidence that the impact of last year's Brexit vote is pushing up shoppers' bills.","2017-03-07"
